문장,혐오 여부,문자 개수,y_pred
http://news.chosun.com/site/data/html_dir/2010/09/04/2010090400515.html,1,71,0
그 경찰은 자제력이 상실된 사람이 아니였을까 오스카보다도 더..어떻게 하면 총이 함부로 쏴지는 건데 경찰이 될 자질이 없는 사람이였는데 에휴..,1,80,0
휴로리 당신을 네 번쨰 악의 축으로 선정합니다.,1,26,0
음? 남주 세얼간이에 나오는앤가?,1,18,0
시원시원하네,1,6,0
김근태 전 장관님 수기 보면 고문 받을때 칠성판에 묶여서 하두 몸부림쳐 발목에 흉터가 생겨서 생긴 딱지를 재판 구금 중에 증거로 쓸려고 몰래 가지고 있었는데 간수들이 와서 뺏어갔다는거 보고 저 시대는 정말 말도 안되는 시대였구나라는 것을 알게 되었음,1,139,0
"모든 정혜씨들, 미안해요.",1,14,0
용기와 명예.,1,7,0
소비성향 바꿔봐야겠노 조언 고맙노,1,18,0
"이광필,이것이 바로 우덜식 민주주의다 나하고 의견이 않맞으면 무조건 숙청인거다.",1,44,0
버팔로 부인 진짜 보살인거같다 ㅋ 자기 남편이 다른여자랑 그짓거리하는걸 보고도 이해한다고 넘어가냐... 눈이 멀어 착각한거라고하면 모를까.. 사실이라면 조선시대 여성상처럼 진짜 대박 보살인듯. 영화는 너무 괜찮았다. 일본 여자 너무 섹시한거같음,1,136,0
아 식혜는 꼭 해먹으리라,1,13,0
오늘도 전국의 복남이가 고통받으며 울부짖고 있다.,1,27,0
일베넘들 ㅍㅂㄱ하는꼴보소 안당해봐서그른가,1,22,0
Smmms,1,5,0
갑자기 라디오 틀고 싶다,1,13,0
민주주의를 위한 투쟁은 계속될것이다.,1,20,0
심장이뛴다보면서어이없는게 구급차안이나 화재가나서 출동한집이 니들집이고 니들가족이면그러고 막고싶냐 우리가 소방관없으면 살수잇을것같아?제일 고마운분들이야 니들이함부로대할사람들이아니라고 니들보다 하등한 존재도아니야 알아 제발 제대로 머리에 개념좀박고살아,1,138,0
cms10000,1,8,0
동영상 보여줘~얼굴좀 보자,1,14,0
https://t1.search.daumcdn.net/thumb/C110x160.q70/?fname=http%3A%2F%2Fcfile78.uf.daum.net%2FC110x160%2F195D724D50ECD8281116E2Total:조삼모사바나나백신,1,139,0
언젠간 먹고 말거야!! 어디서 듣던 말인데... 치토으 ㅅ 아닌가!!! ㅋㅋ,1,42,0
일베충이 싫어할 영화,1,11,0
재미지당@~~~~~~~~~~@@~@~@~@~@@~@~@@~@@~@~@,1,38,0
전/라/도/네/요/,1,10,0
여기 멍청이들 진짜 많다 ㅋㅋㅋ 물로 왜죽냐 외계인은 분명 물을.얻으로 왓다 하지만 인간의 진화된 세상의 맑은 물은 이미 사라진지 오래다 그걸 보가 알거잇엇자나 어른들은 그냥 장난치는거다 생각햇지만말야 물을얻으로 왓다 오염된물인걸 알게되고 후퇴한거지,1,139,0
"MBC 의 파업을 지지하며, 언론의 사회적 기능에 다시한번 관심을 가지게 됩니다!",1,45,0
헉 신기하다. 애가 표정이나 눈코가 되게 엄마 닮음 ㅋㅋㅋ 근데 금발.. 땡긴다,1,44,0
파ㅋㅋㅋㅋㅋ,1,6,0
돼박ㅎ,1,3,0
핫세 세월은 못속이는구려.,1,14,0
할머니 그걸로 변기 뚫을때 진짜 쓰러졌다 ㅋㅋㅋㅋㅋ,1,28,0
나만 당할 수 없지 으헤헤헤헤헤헹~,1,19,0
부성애가 남다르노,1,9,0
여자애 진짜 나쁨..얄밉...사람이 안좋아보이면 다 안좋아보인다는게 트루였음,1,42,0
봊대장님 존경하노 이기야~,1,14,0
두만강 푸른물에 노젖는뱃사공을 볼수는~~,1,22,0
원주율파괴자,1,6,0
먹고살기 힘든데 먹이라도 주자,1,16,0
착한 사진관 직원 '싸이' 우연히 좋아하는 여자의 남편이 바람피는 사진을 목격,1,43,0
결국 복불복 ????? 그레이스는 순진한 이상주의자 ????? ㅠ.ㅠ,1,38,0
어.. 전 무섭던데. 말 못하는 아이가 손가락질하는 유령...,1,34,0
자지새끼들 무차별적으로 때려죽이고 찢어죽이고 찔러죽여야 하노,1,33,0
정치애기를 쉽게 해석해준다고나 할까 강용석 님 화이팅 입니다,1,33,0
재밌는데 그 우리나라 대통령이 그러진 않겟다 박근혜 국민들 생각들좀 하자,1,40,0
와꾸 자체는 동남아가 낫다는 글쓴이 말 진짜 맞노. 동남아남들은 이목구비 또렸하노,1,45,0
이거 강지원 왜 찍은거?,1,13,0
빨갛고 노랗고 하얗게 그 추운 나라의 입김은 서리고 닦인다.,1,33,0
어둡고 서늘하며 축축하다,1,13,0
울나라는 언제쯤 권선징악에서 탈피할까? 이런류도 좋지 않냐?,1,33,0
나쁜놈들이 많아 조심해야 돼,1,15,0
의지.,1,3,0
유쾌했어.,1,5,0
구멍이란 구멍에서 물 다쌈ㄷ,1,15,0
개봉은 17일인데,1,9,0
핵 무섭다. 노브금 ㄷㄷ,1,13,0
나인스 게이트에 숨은 상징http://www.podbbang.com/ch/7286,1,45,0
우어엉앙앙아아아앙앙,1,10,0
학생들에게 행복을 안겨주는 떄가 언제 올까,1,23,0
"기자,평론가라고는 하는데 솔직히 저치들이 뭐하는 집단의 사람들인지 불분명 할 뿐만 아니라 나불대는 수준이 곰팡이내 쩌는 골방에서 농담삼아 히히덕거리는 놈팽이들이 연상 되는게 굉장히 불쾌하다.네이버는 저런 애들 빨대 꼽고 돈 빨아먹는건가?그런거야??",1,138,0
최고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,18,0
격투가로치면 조지로메로에겐 훅만있는게아니라 발차기도있었다,1,31,0
어느 나라든 정치꾼들이란..,1,15,0
우리집에 비디오로 있던건데 소림사 주방장이 입으로 당근 만드는거ㅋㅋ소림사?사림소,1,44,0
홍진호는 네티즌의 신급 인기네,1,16,0
멜로임? 에로임????,1,12,0
수댕이 목소리가 이상함 ㅋ,1,14,0
굳!@,1,3,0
필름코멘트 선정 100대 영화에 들어간거 축하,1,25,0
시걸성님ㅋㅋㅋㅋ,1,8,0
일베충들아 밥은 잘 먹고 다니야?,1,18,0
"니들이 아무리 남자가 여자보다 염색체가 열등하네 XY가 아니고 X'이네 하고 우기고 남자 비하해도 결국 남자가 여자보다 힘지능외모 전부 다 우월하게 진화한다면, 남자가 여자 힘/지능/외모 전부 다 학살한다면 아무리 남자 비하해봤자 그래봤자 사람들 눈에는 남자가 여자보다 더 우월해보임. ",1,160,0
화이트도 무서운데,1,9,0
김두한역 안재모는 센역만나오네 짱역으로나오고 ㅋ,1,26,0
찌라시 정보주는 놈중에 국가정보원 직원도 있다더만 ㅋㅋ 쉬이입수에키드라 ~~ 찌라시정보로 정치에 이용하는 현정부는 반성해야된다.,1,71,0
이런 캐릭이라면 정은이 암살도 껌이다~,1,21,0
쟈아아아앙고오오오오 쟝고오오오 후리담 오 후리다아아아암,1,30,0
진심으로 죽이고싶노. 죽었으면 좋겠다 이기야. 이게 국가노? 법이노? 법무부 할배자댕이들 싸그리 모타다 고문6969번 한 뒤 태워서 박멸해야한다 이기야. ,1,86,0
여기서 바이슨 양복간지 그리고 겐이 협력자,1,23,0
본드걸 출신 부인을 암으로 잃고 15년간 딸혼자키운 피어스브로스넌!,1,37,0
자댕이 체취 개심하노 특히 흡연자지는 살남충동 누르기힘드노 ,1,33,0
결혼할사람은따로잇구나,1,11,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,15,0
팩트폭격해뿟노 ㅋㅋㅋㅋㅋ,1,13,0
맥스 세상에 아역배우이름검색 첨해봤다 세상에 어쩜저렇게태어났냐얼굴이 아우애기야 그래니가짱먹어라ㅋㅋㅋ,1,55,0
떡볶이에 남동충이 떡을 안좋아하고 오뎅만 쳐먹으면 웜련이가 갑자기 떡 좋아한다면서 나한테 떡 다 주고 냄동충한테 오뎅 다 주기. 냄동충이 계란 노른자 좋아하면 웜련이는 흰자를 좋아하지? 하면서 흰자만 주고 냄동충은 노른자만 주노 ㅋㅋㅋ,1,131,0
20년후 7광구보다 백배낫네 근데 남주가 게가드 무사시네 ㅋㅋ,1,34,0
전라도 노예 업주 처벌 안받았나요?? 이슈가안됐네요 그러고보니..,1,36,0
남자들만 있는 곳에 가면 나는 홀애비 냄새 = 좆밥냄새,1,30,0
황시욬ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,17,0
월베감이노,1,5,0
우리동네에서도 벌어졌던 일이라.. 그때 당시에는 아무것도 몰랐던때라 그냥 심하다하고 넘겼는데.. 나이먹고 접하니 그때 왜 내가 저사람들을 외면했을까 후회가된다.. 홈xx 쓰레기 기업은 퇴출해야한다.,1,110,0
죽이네..ㄷㄷㄷㄷㄷㄷ,1,11,0
양조위 눈빛이..,1,9,0
상여자놐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,20,0
나두,1,2,0
시나리오작가 상 줘라 두번줘라,1,16,0
ㄹㅇㄴㅁㄹㅇㄴㅁㄹㅇㄴㅁㄹㅇㄴㅁㄹㅇㄴㅁㄹㅇㄴㅁㄹㅇㄴㅁㄹㅇㄴㅁㄹㅇㄴㅁ,1,36,0
내가 1빠랑께,1,7,0
10 발 놀라서 욕나온다,1,13,0
촌스럽다는 말 이제 안써야지^_^이렇게 세련된 촌인데,1,29,0
요즘 안나왔다고 애들한테 개무시 당하네ㅋ,1,22,0
한국판 제목이랑 광고는 대체 누가 만든거냐.ㅋㅋ,1,26,0
나도 저런 회사나 차려볼까 ㅋㅋㅋㅋㅋ,1,20,0
옛날에는 몰랐는데 배우들이 전부 엄청나다;,1,23,0
여자를 위한 남자판 빅토리아 시크릿 . 여자 스트리퍼였다면 다 벗고 나왔겠지??남자 스트리퍼 라선지 입을거 다 입었더라.떱,1,68,0
그와중에.. 엔지 존예..,1,14,0
ㅁㅊ 하....노래 개디진다 진짜...,1,21,0
팩퐄ㅋㅋㅋㅋ,1,6,0
ㅋㅋㅋㅋㅋ,1,5,0
조두순 출소일에 부관참시 조두순 핏줄 다 죽길 바란다그리고 12년때린 위대하신 전북정읍 출신 이태수 판사기억할게,1,62,0
늑대소년이왜나오냐ㅋㅋㅋ 마치카페베네빙수와 7성급두바이호텔 금가루빙수의차이임. 장르만같다.,1,49,0
트로트먼 대령님이 보고 싶소...,1,18,0
정보글 추천하노 고맙노,1,12,0
내가 순돌이 나이였는데 내아들이 순돌이 나이네 세월 참빠르다 그립네 그시절,1,41,0
3기언제나오노ㅜㅜ,1,9,0
아...저 돼지녀석...얼굴 보니...차마 돈가쓰를 떠올릴 수 없다....T.T,1,44,0
뒷통수는 뒷통수를낳는다,1,12,0
이성애자 눈치 안보고 찍은 게이 이야기,1,21,0
결말의 의미공자가 자연에 숨어사는 노자에게 말했지. 짐승도 끼리끼리 사는데 사람이라고 따로 사냐고 진정 순수함은 더러운것사이에서도 그 빛을 유지하는것 ·,1,85,0
이런..,1,4,0
진짜 무가당 스파이물. 언제나 미국은 착한척 하지만 믿기 힘든 그 나라. 천조국.,1,45,0
"송교수님 죄송합니다. 네 마리 원숭이 얘기 참 인상깊게 잘 들었습니다. 무지하고 야만적인 나라, 대한민국이 아니라 소한군국...",1,71,0
봊나 멋있노 빵태워서 뉴스 나오고ㅋㅌㅌㅋ,1,22,0
히치콕 작품중에서도 ㅆㅅㅌㅊ,1,15,0
이잉잉 컴온! ㅋㅋㅋㅋㅋㅋㅋㅋㅋ커엽노 ㅋㅋㅋㅋㅋㅋ,1,27,0
카터슬레이드 간지임 ㅋ,1,12,0
좋아하는 일만한다고 그렇게 어떻게살거냐고 쓴소리많이듣는1人. 모두 화이팅,1,40,0
재밋네 ㅋㅋ시방 므ㅓ 어케쓰라거,1,17,0
요즘엔 1:30 짤뿐이라이게 시간때ㅝ줌,1,21,0
불타는 집을 바라보며 허허허허허허허허 웃는 천지쌍살의 얼굴이 잊혀지지 않는다,1,42,0
피아노랑 미사는 찾아봐야됨,1,14,0
교육은 세뇌가 아니라 깨우침을 가리키는것이다,1,24,0
우리모두.. 낙원으로 가자...,1,17,0
이건 대작이다.. 예림이 그패봐봐 혹시장이야?,1,25,0
같이 사는 사람을 원망하지마...,1,18,0
즐거운 락앤롤 뮤직 락앤롤 라이프~,1,19,0
본다본다하고 11년만에 봄,1,14,0
천재도 사람이라고 gg,1,12,0
굳112730484,1,10,0
가슴에 하나씩은 한이 있나????,1,18,0
실베형님 많이 늙으셨네 ㅠㅠ,1,15,0
앵 나온다 앵~ 흉자련들 불쌍노 진짜 저러고 사노? 난 매일 친구들이랑 바닷가 가고 해외여행 잡아서 놀고 오는데 신혼여행 제주도 뭐노? 귤먹으러 가는데 아니노? 노예짓하고 그만큼 댓가도 못받고 사노 ㅉ 한남 같은거 버리고 비비탄 하란 말이노,1,134,0
남의 일 같지 않네.,1,11,0
재키찬 손가락 짤림 ㅋㅋ,1,13,0
서기가 너무 착해요 ㅠㅠ 나쁜삼장 그냥 서기 앙탈좀 받아주지 ㅡㅡ,1,36,0
유승호랑 결혼하고싶엉~,1,12,0
컴미 막바지에 대왕버그가 tv 광고 할떄 빵터졌다 ㅋㅋㅋㅋㅋ,1,33,0
완전 웃긴다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,27,0
국정원 어디갔노 서버비도 안내주고 조팔,1,21,0
검검,1,2,0
데보라 윙거의 허스키 한 목소리 .,1,19,0
말초신경을 자극한다,1,10,0
ㅋㅋ 내가올린사진이 있구나,1,14,0
당신의 일상이 ? 왜사는지 자문한다면 ?떠나자 글래스톤 베리로~,1,35,0
병길아!!차좀뒤집고 다시 전화할게~,1,19,0
다 좋은데 편집 똑바로해 그니까 욕먹지 이번 백현편때 봐 진짜 이번에 백현이 이상형 말하는거 보내면 그건 진짜 욕먹을려고 하는 짓인거 똑바로 알고 편집해,1,85,0
"고향이 없거나, 고향이 있어도 못가거나, 고향이 사라진 세남녀의 동반길, 그리고 인생길.",1,49,0
"어느 정도 짜고친다는건 알고있었지만 이정도일 줄이야...시청자를 위한 언론이란답시고 고고한척 하고 있는 방송사들에 진짜 실망했다 수요가 없으면 공급도 없는법 브로커들이 활개를 치는데는 방송국이, 또 그 너머에는 시청자가 있다",1,125,0
진짜 무도 쨉도 안됨 ㅋ 최고임 ㅋ,1,19,0
영자 놈 고생이 많노... 할일없이 댓으로 분탕치는 관잦들 뒤지길앙망 ^오^,1,42,0
뭐라표현할 언어가^^;;,1,13,0
저기서 노랑 회색 줄무늬 여자 반희라는 사람이 제일 괜찮음..ㅋㅋ,1,36,0
ㅋㅋ 최고의배우가 이런꼴을 당하디니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,35,0
